Country,Related JobCategory,Level1,Level2,projects,percent
Libya,58,Writing & Translation,Translation,2,0.25
Lithuania,8,Web Development,Web Design,116,0.132118451
Lithuania,9,Web Development,Web Programming,249,0.2835990888
Lithuania,11,Web Development,Ecommerce,11,0.0125284738
Lithuania,13,Web Development,UI Design,19,0.0216400911
Lithuania,15,Web Development,Website QA,2,0.0022779043
Lithuania,16,Web Development,Website Project Management,11,0.0125284738
Lithuania,17,Web Development,Other - Web Development,23,0.0261958998
Lithuania,18,Software Development,Desktop Applications,4,0.0045558087
Lithuania,21,Software Development,Scripts & Utilities,6,0.006833713
Lithuania,22,Software Development,Software Plug-ins,2,0.0022779043
Lithuania,23,Software Development,Mobile Apps,15,0.0170842825
Lithuania,24,Software Development,Application Interface Design,4,0.0045558087
Lithuania,25,Software Development,Software Project Management,3,0.0034168565
Lithuania,28,Software Development,Other - Software Development,21,0.0239179954
Lithuania,29,Networking & Information Systems,Network Administration,3,0.0034168565
Lithuania,31,Networking & Information Systems,DBA - Database Administration,7,0.0079726651
Lithuania,32,Networking & Information Systems,Server Administration,9,0.0102505695
Lithuania,33,Networking & Information Systems,Other - Networking & Information Systems,5,0.0056947608
Lithuania,34,Writing & Translation,Technical Writing,12,0.013667426
Lithuania,35,Writing & Translation,Website Content,6,0.006833713
Lithuania,37,Writing & Translation,Blog & Article Writing,5,0.0056947608
Lithuania,38,Writing & Translation,Copywriting,1,0.0011389522
Lithuania,39,Writing & Translation,Other - Writing & Translation,8,0.0091116173
Lithuania,40,Administrative Support,Data Entry,15,0.0170842825
Lithuania,41,Administrative Support,Personal Assistant,7,0.0079726651
Lithuania,42,Administrative Support,Web Research,9,0.0102505695
Lithuania,46,Administrative Support,Other - Administrative Support,10,0.0113895216
Lithuania,47,Design & Multimedia,Graphic Design,50,0.0569476082
Lithuania,48,Design & Multimedia,Logo Design,38,0.0432801822
Lithuania,49,Design & Multimedia,Illustration,3,0.0034168565
Lithuania,50,Design & Multimedia,Print Design,3,0.0034168565
Lithuania,51,Design & Multimedia,3D Modeling & CAD,14,0.0159453303
Lithuania,53,Design & Multimedia,Audio Production,5,0.0056947608
Lithuania,54,Design & Multimedia,Video Production,29,0.0330296128
Lithuania,56,Design & Multimedia,Animation,13,0.0148063781
Lithuania,57,Design & Multimedia,Other - Design & Multimedia,15,0.0170842825
Lithuania,58,Writing & Translation,Translation,44,0.0501138952
Lithuania,60,Design & Multimedia,Presentations,4,0.0045558087
Lithuania,61,Design & Multimedia,Engineering & Technical Design,3,0.0034168565
Lithuania,62,Writing & Translation,Creative Writing,1,0.0011389522
Lithuania,64,Customer Service,Customer Service & Support,2,0.0022779043
Lithuania,65,Customer Service,Technical Support,1,0.0011389522
Lithuania,67,Customer Service,Other - Customer Service,1,0.0011389522
Lithuania,70,Sales & Marketing,SEM - Search Engine Marketing,13,0.0148063781
Lithuania,71,Sales & Marketing,SMM - Social Media Marketing,2,0.0022779043
Lithuania,72,Sales & Marketing,PR - Public Relations,1,0.0011389522
Lithuania,74,Sales & Marketing,Market Research & Surveys,4,0.0045558087
Lithuania,75,Sales & Marketing,Sales & Lead Generation,7,0.0079726651
Lithuania,76,Sales & Marketing,Other - Sales & Marketing,3,0.0034168565
Lithuania,82,Business Services,Project Management,5,0.0056947608
Lithuania,83,Business Services,Business Consulting,3,0.0034168565
Lithuania,85,Business Services,Statistical Analysis,1,0.0011389522
Lithuania,86,Business Services,Other - Business Services,7,0.0079726651
Lithuania,88,Sales & Marketing,SEO - Search Engine Optimization,21,0.0239179954
Lithuania,89,Sales & Marketing,Business Plans & Marketing Strategy,1,0.0011389522
Luxembourg,8,Web Development,Web Design,3,0.1304347826
Luxembourg,9,Web Development,Web Programming,6,0.2608695652
Luxembourg,19,Software Development,Client-Server Applications,1,0.0434782609
Luxembourg,23,Software Development,Mobile Apps,2,0.0869565217
Luxembourg,28,Software Development,Other - Software Development,3,0.1304347826
Luxembourg,35,Writing & Translation,Website Content,2,0.0869565217
Luxembourg,37,Writing & Translation,Blog & Article Writing,1,0.0434782609
Luxembourg,53,Design & Multimedia,Audio Production,1,0.0434782609
Luxembourg,58,Writing & Translation,Translation,1,0.0434782609
Luxembourg,64,Customer Service,Customer Service & Support,2,0.0869565217
Luxembourg,87,Customer Service,Order Processing,1,0.0434782609
Macao,8,Web Development,Web Design,1,0.2
Macao,9,Web Development,Web Programming,1,0.2
Macao,42,Administrative Support,Web Research,2,0.4
Macao,76,Sales & Marketing,Other - Sales & Marketing,1,0.2
Macedonia,8,Web Development,Web Design,302,0.0953885028
Macedonia,9,Web Development,Web Programming,454,0.1433986102
Macedonia,11,Web Development,Ecommerce,17,0.0053695515
Macedonia,13,Web Development,UI Design,9,0.0028427037
Macedonia,15,Web Development,Website QA,6,0.0018951358
Macedonia,16,Web Development,Website Project Management,19,0.0060012634
Macedonia,17,Web Development,Other - Web Development,80,0.0252684776
Macedonia,18,Software Development,Desktop Applications,96,0.0303221731
Macedonia,19,Software Development,Client-Server Applications,1,0.000315856
Macedonia,20,Software Development,Game Development,18,0.0056854075
Macedonia,21,Software Development,Scripts & Utilities,28,0.0088439672
Macedonia,22,Software Development,Software Plug-ins,5,0.0015792798
Macedonia,23,Software Development,Mobile Apps,52,0.0164245104
Macedonia,24,Software Development,Application Interface Design,7,0.0022109918
Macedonia,25,Software Development,Software Project Management,14,0.0044219836
Macedonia,26,Software Development,Software QA,1,0.000315856
Macedonia,28,Software Development,Other - Software Development,47,0.0148452306
Macedonia,29,Networking & Information Systems,Network Administration,5,0.0015792798
Macedonia,31,Networking & Information Systems,DBA - Database Administration,11,0.0034744157
Macedonia,32,Networking & Information Systems,Server Administration,5,0.0015792798
Macedonia,33,Networking & Information Systems,Other - Networking & Information Systems,11,0.0034744157
Macedonia,34,Writing & Translation,Technical Writing,19,0.0060012634
Macedonia,35,Writing & Translation,Website Content,49,0.0154769425
Macedonia,37,Writing & Translation,Blog & Article Writing,78,0.0246367656
Macedonia,38,Writing & Translation,Copywriting,11,0.0034744157
Macedonia,39,Writing & Translation,Other - Writing & Translation,24,0.0075805433
Macedonia,40,Administrative Support,Data Entry,152,0.0480101074
Macedonia,41,Administrative Support,Personal Assistant,31,0.0097915351
Macedonia,42,Administrative Support,Web Research,80,0.0252684776
Macedonia,43,Administrative Support,Email Response Handling,3,0.0009475679
Macedonia,46,Administrative Support,Other - Administrative Support,47,0.0148452306
Macedonia,47,Design & Multimedia,Graphic Design,407,0.1285533797
Macedonia,48,Design & Multimedia,Logo Design,161,0.0508528111
Macedonia,49,Design & Multimedia,Illustration,75,0.0236891977
Macedonia,50,Design & Multimedia,Print Design,83,0.0262160455
Macedonia,51,Design & Multimedia,3D Modeling & CAD,54,0.0170562224
Macedonia,53,Design & Multimedia,Audio Production,83,0.0262160455
Macedonia,54,Design & Multimedia,Video Production,139,0.0439039798
Macedonia,55,Design & Multimedia,Voice Talent,5,0.0015792798
Macedonia,56,Design & Multimedia,Animation,54,0.0170562224
Macedonia,57,Design & Multimedia,Other - Design & Multimedia,72,0.0227416298
Macedonia,58,Writing & Translation,Translation,18,0.0056854075
Macedonia,60,Design & Multimedia,Presentations,16,0.0050536955
Macedonia,61,Design & Multimedia,Engineering & Technical Design,3,0.0009475679
Macedonia,62,Writing & Translation,Creative Writing,11,0.0034744157
Macedonia,63,Administrative Support,Transcription,13,0.0041061276
Macedonia,64,Customer Service,Customer Service & Support,6,0.0018951358
Macedonia,65,Customer Service,Technical Support,9,0.0028427037
Macedonia,66,Customer Service,Phone Support,1,0.000315856
Macedonia,67,Customer Service,Other - Customer Service,3,0.0009475679
Macedonia,68,Sales & Marketing,Advertising,59,0.0186355022
Macedonia,69,Sales & Marketing,Email Marketing,14,0.0044219836
Macedonia,70,Sales & Marketing,SEM - Search Engine Marketing,5,0.0015792798
Macedonia,71,Sales & Marketing,SMM - Social Media Marketing,27,0.0085281112
Macedonia,72,Sales & Marketing,PR - Public Relations,1,0.000315856
Macedonia,73,Sales & Marketing,Telemarketing & Telesales,2,0.0006317119
Macedonia,74,Sales & Marketing,Market Research & Surveys,3,0.0009475679
Macedonia,75,Sales & Marketing,Sales & Lead Generation,46,0.0145293746
Macedonia,76,Sales & Marketing,Other - Sales & Marketing,40,0.0126342388
Macedonia,79,Business Services,Financial Services & Planning,1,0.000315856
Macedonia,82,Business Services,Project Management,8,0.0025268478
Macedonia,83,Business Services,Business Consulting,8,0.0025268478
Macedonia,84,Business Services,Recruiting,7,0.0022109918
Macedonia,85,Business Services,Statistical Analysis,4,0.0012634239
Macedonia,86,Business Services,Other - Business Services,17,0.0053695515
Macedonia,87,Customer Service,Order Processing,4,0.0012634239
Macedonia,88,Sales & Marketing,SEO - Search Engine Optimization,15,0.0047378395
Macedonia,89,Sales & Marketing,Business Plans & Marketing Strategy,5,0.0015792798
Madagascar,8,Web Development,Web Design,3,0.0164835165
Madagascar,9,Web Development,Web Programming,26,0.1428571429
Madagascar,11,Web Development,Ecommerce,3,0.0164835165
Madagascar,13,Web Development,UI Design,1,0.0054945055
Madagascar,17,Web Development,Other - Web Development,2,0.010989011
Madagascar,18,Software Development,Desktop Applications,2,0.010989011
Madagascar,21,Software Development,Scripts & Utilities,1,0.0054945055
Madagascar,25,Software Development,Software Project Management,1,0.0054945055
Madagascar,34,Writing & Translation,Technical Writing,2,0.010989011
Madagascar,35,Writing & Translation,Website Content,8,0.043956044
Madagascar,37,Writing & Translation,Blog & Article Writing,36,0.1978021978
Madagascar,38,Writing & Translation,Copywriting,5,0.0274725275
Madagascar,39,Writing & Translation,Other - Writing & Translation,5,0.0274725275
Madagascar,40,Administrative Support,Data Entry,12,0.0659340659
Madagascar,41,Administrative Support,Personal Assistant,1,0.0054945055
Madagascar,42,Administrative Support,Web Research,5,0.0274725275
Madagascar,46,Administrative Support,Other - Administrative Support,1,0.0054945055
Madagascar,47,Design & Multimedia,Graphic Design,5,0.0274725275
Madagascar,48,Design & Multimedia,Logo Design,2,0.010989011
Madagascar,51,Design & Multimedia,3D Modeling & CAD,4,0.021978022
Madagascar,53,Design & Multimedia,Audio Production,10,0.0549450549
Madagascar,55,Design & Multimedia,Voice Talent,1,0.0054945055
Madagascar,56,Design & Multimedia,Animation,1,0.0054945055
Madagascar,57,Design & Multimedia,Other - Design & Multimedia,1,0.0054945055
Madagascar,58,Writing & Translation,Translation,17,0.0934065934
Madagascar,63,Administrative Support,Transcription,1,0.0054945055
Madagascar,64,Customer Service,Customer Service & Support,2,0.010989011
Madagascar,66,Customer Service,Phone Support,1,0.0054945055
Madagascar,70,Sales & Marketing,SEM - Search Engine Marketing,1,0.0054945055
Madagascar,71,Sales & Marketing,SMM - Social Media Marketing,1,0.0054945055
Madagascar,73,Sales & Marketing,Telemarketing & Telesales,5,0.0274725275
Madagascar,76,Sales & Marketing,Other - Sales & Marketing,3,0.0164835165
Madagascar,82,Business Services,Project Management,4,0.021978022
Madagascar,86,Business Services,Other - Business Services,2,0.010989011
Madagascar,87,Customer Service,Order Processing,1,0.0054945055
Madagascar,88,Sales & Marketing,SEO - Search Engine Optimization,4,0.021978022
Malawi,9,Web Development,Web Programming,1,0.0666666667
Malawi,18,Software Development,Desktop Applications,3,0.2
Malawi,25,Software Development,Software Project Management,1,0.0666666667
Malawi,33,Networking & Information Systems,Other - Networking & Information Systems,1,0.0666666667
Malawi,34,Writing & Translation,Technical Writing,1,0.0666666667
Malawi,40,Administrative Support,Data Entry,1,0.0666666667
Malawi,48,Design & Multimedia,Logo Design,2,0.1333333333
Malawi,58,Writing & Translation,Translation,3,0.2
Malawi,64,Customer Service,Customer Service & Support,1,0.0666666667
Malawi,67,Customer Service,Other - Customer Service,1,0.0666666667
Malaysia,8,Web Development,Web Design,334,0.0944303082
Malaysia,9,Web Development,Web Programming,650,0.1837715578
Malaysia,11,Web Development,Ecommerce,75,0.0212044105
Malaysia,13,Web Development,UI Design,8,0.0022618038
Malaysia,15,Web Development,Website QA,5,0.0014136274
Malaysia,16,Web Development,Website Project Management,9,0.0025445293
Malaysia,17,Web Development,Other - Web Development,78,0.0220525869
Malaysia,18,Software Development,Desktop Applications,58,0.0163980775
Malaysia,19,Software Development,Client-Server Applications,1,0.0002827255
Malaysia,20,Software Development,Game Development,8,0.0022618038
Malaysia,21,Software Development,Scripts & Utilities,32,0.0090472152
Malaysia,22,Software Development,Software Plug-ins,7,0.0019790783
Malaysia,23,Software Development,Mobile Apps,29,0.0081990387
Malaysia,24,Software Development,Application Interface Design,5,0.0014136274
Malaysia,25,Software Development,Software Project Management,24,0.0067854114
Malaysia,26,Software Development,Software QA,9,0.0025445293
Malaysia,27,Software Development,VOIP,24,0.0067854114
Malaysia,28,Software Development,Other - Software Development,82,0.0231834888
Malaysia,29,Networking & Information Systems,Network Administration,24,0.0067854114
Malaysia,31,Networking & Information Systems,DBA - Database Administration,9,0.0025445293
Malaysia,32,Networking & Information Systems,Server Administration,35,0.0098953916
Malaysia,33,Networking & Information Systems,Other - Networking & Information Systems,26,0.0073508623
Malaysia,34,Writing & Translation,Technical Writing,41,0.0115917444
Malaysia,35,Writing & Translation,Website Content,67,0.0189426067
Malaysia,37,Writing & Translation,Blog & Article Writing,222,0.0627650551
Malaysia,38,Writing & Translation,Copywriting,21,0.0059372349
Malaysia,39,Writing & Translation,Other - Writing & Translation,157,0.0443878993
Malaysia,40,Administrative Support,Data Entry,210,0.0593723494
Malaysia,41,Administrative Support,Personal Assistant,63,0.0178117048
Malaysia,42,Administrative Support,Web Research,76,0.021487136
Malaysia,43,Administrative Support,Email Response Handling,2,0.0005654509
Malaysia,46,Administrative Support,Other - Administrative Support,54,0.0152671756
Malaysia,47,Design & Multimedia,Graphic Design,214,0.0605032513
Malaysia,48,Design & Multimedia,Logo Design,40,0.0113090189
Malaysia,49,Design & Multimedia,Illustration,41,0.0115917444
Malaysia,50,Design & Multimedia,Print Design,28,0.0079163133
Malaysia,51,Design & Multimedia,3D Modeling & CAD,12,0.0033927057
Malaysia,53,Design & Multimedia,Audio Production,7,0.0019790783
Malaysia,54,Design & Multimedia,Video Production,16,0.0045236076
Malaysia,55,Design & Multimedia,Voice Talent,4,0.0011309019
Malaysia,56,Design & Multimedia,Animation,10,0.0028272547
Malaysia,57,Design & Multimedia,Other - Design & Multimedia,40,0.0113090189
Malaysia,58,Writing & Translation,Translation,227,0.0641786825
Malaysia,60,Design & Multimedia,Presentations,6,0.0016963528
Malaysia,61,Design & Multimedia,Engineering & Technical Design,1,0.0002827255
Malaysia,62,Writing & Translation,Creative Writing,22,0.0062199604
